antigen	Diagnostic_procedure
(	Diagnostic_procedure
HLA	Diagnostic_procedure
)	Diagnostic_procedure
genotyping	Diagnostic_procedure
determined	O
by	O
polymerase	Diagnostic_procedure
chain	Diagnostic_procedure
reaction	Diagnostic_procedure
-	Diagnostic_procedure
sequencing	Diagnostic_procedure
-	Diagnostic_procedure
based	Diagnostic_procedure
typing	Diagnostic_procedure
or	O
polymerase	Diagnostic_procedure
chain	Diagnostic_procedure
reaction	Diagnostic_procedure
-	Diagnostic_procedure
sequence	Diagnostic_procedure
specific	Diagnostic_procedure
primers	Diagnostic_procedure
(	O
SRL	O
,	O
Inc.	O
,	O
Tokyo	O
,	O
Japan	O
)	O
detected	O
A	Sign_symptom
*	Sign_symptom
02010101	Sign_symptom
,	O
B	Sign_symptom
*	Sign_symptom
400201	Sign_symptom
,	O
C	Sign_symptom
*	Sign_symptom
030401	Sign_symptom
,	O
C	Sign_symptom
*	Sign_symptom
07020101	Sign_symptom
,	O
DPB1	Sign_symptom
*	Sign_symptom
0501	Sign_symptom
,	O
DQA1	Sign_symptom
*	Sign_symptom
0103	Sign_symptom
,	O
DQA1	Sign_symptom
*	Sign_symptom
030101	Sign_symptom
,	O
DQB1	Sign_symptom
*	Sign_symptom
030201	Sign_symptom
,	O
DQB1	Sign_symptom
*	Sign_symptom
060101	Sign_symptom
,	O
DRB1	Sign_symptom
*	Sign_symptom
080201	Sign_symptom
,	O
and	O
DRB1	Sign_symptom
*	Sign_symptom
080302	Sign_symptom
.	O
The	O
13C	Diagnostic_procedure
urea	Diagnostic_procedure
breath	Diagnostic_procedure
test	Diagnostic_procedure
for	O
H	Diagnostic_procedure
pylori	Diagnostic_procedure
infection	Diagnostic_procedure
was	O
negative	Lab_value
.	O
Figure	O
2	O
shows	O
the	O
clinical	O
course	O
.	O
Oral	Administration
prednisolone	Medication
,	O
30	Dosage
mg	Dosage
daily	Frequency
,	O
for	O
ITP	Coreference
was	O
started	O
on	O
day	Date
11	Date
,	O
and	O
diuretic	Medication
therapy	Medication
combined	O
with	O
albumin	Medication
infusion	Medication
for	O
ascites	Sign_symptom
was	O
performed	O
.	O
As	O
the	O
platelet	Diagnostic_procedure
count	Diagnostic_procedure
did	Lab_value
not	Lab_value
increase	Lab_value
notably	Lab_value
,	O
pulse	Medication
therapy	Medication
with	O
intravenous	Administration
methylprednisolone	Medication
,	O
1	Dosage
g	Dosage
daily	Frequency
,	O
was	O
added	O
on	O
d	Duration
22	Duration
to	Duration
24	Duration
.	O
However	O
,	O
the	O
response	Coreference
was	O
weak	Lab_value
and	O
temporary	Detailed_description
.	O
On	O
d	Date
31	Date
,	O
mild	Severity
melena	Sign_symptom
was	O
identified	O
.	O
The	O
patient	O
was	O
given	O
a	O
trial	Detailed_description
of	O
intravenous	Administration
immune	Medication
gamma	Medication
globulin	Medication
therapy	Medication
,	O
25	Dosage
g	Dosage
daily	Frequency
,	O
on	O
d	Duration
32	Duration
to	Duration
36	Duration
,	O
combined	O
with	O
a	O
second	Detailed_description
round	Detailed_description
of	O
intravenous	Administration
methylprednisolone	Medication
pulse	Medication
therapy	Medication
on	O
d	Duration
32	Duration
to	Duration
34	Duration
.	O
Because	O
a	O
moderate	Lab_value
response	Coreference
was	O
observed	O
,	O
prednisolone	Medication
was	O
continued	Clinical_event
,	O
and	O
the	O
platelet	Diagnostic_procedure
count	Diagnostic_procedure
increased	Lab_value
slowly	Lab_value
.	O
The	O
ascites	Sign_symptom
was	Sign_symptom
relatively	Sign_symptom
well	Sign_symptom
controlled	Sign_symptom
with	O
diuretics	Medication
at	O
discharge	Clinical_event
.	O
Considering	O
the	O
decompensated	Disease_disorder
liver	Disease_disorder
cirrhosis	Disease_disorder
and	O
the	O
platelet	Diagnostic_procedure
count	Diagnostic_procedure
,	O
we	O
determined	O
the	O
patient	O
required	O
careful	O
follow	Clinical_event
-	Clinical_event
up	Clinical_event
of	O
esophageal	Sign_symptom
varices	Sign_symptom
without	O
prophylactic	Therapeutic_procedure
endoscopic	Therapeutic_procedure
therapy	Therapeutic_procedure
.	O

